target_clean,month,window_n,rolling_ic,rolling_ic_p_value,rolling_ic_sig_5pct,rolling_rank_ic,rolling_rank_ic_p_value,rolling_rank_ic_sig_5pct,signal_type
中债-新综合净价(3-5年)指数,2015-02,1,,,False,,,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2015-03,2,,,False,,,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2015-04,3,-0.4603360692518076,0.3477289135427003,False,-0.5,0.3333333333333333,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2015-05,4,-0.4254328323315175,0.28728358383424124,False,-0.6000000000000001,0.2,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2015-07,5,0.1804952557386783,0.6142798474562958,False,-0.09999999999999999,0.4364442857847692,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2015-08,6,0.27675731381764146,0.702268455682104,False,0.14285714285714288,0.6064139941690962,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2016-03,7,0.2792970292496896,0.7279371838320147,False,0.14285714285714288,0.6200273498909536,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2016-04,8,0.23103931294739066,0.709014860341844,False,0.14285714285714288,0.6321175700600941,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2016-05,9,0.22253470363853442,0.7175248941844468,False,0.21666666666666667,0.712242552144037,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2016-06,10,0.15842786636194703,0.6689963511694872,False,0.01818181818181818,0.5198797909356879,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2016-11,11,-0.1261420434467456,0.3558510578376856,False,-0.16363636363636366,0.3153426073212678,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2018-02,11,-0.025936351659971518,0.4698310539689145,False,0.06363636363636364,0.5737304637287391,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2018-03,11,0.23250911478147113,0.7542728229327148,False,0.22727272727272727,0.7492321661975315,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2018-04,11,0.21125241414209692,0.7335377424679823,False,0.29090909090909095,0.8072715151543173,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2018-09,9,0.1772664336851746,0.6759004877049399,False,0.25,0.741755223849387,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2018-10,10,0.2496519981725353,0.7566652743803264,False,0.4424242424242424,0.899788656644029,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2018-11,11,0.2677568626026044,0.7869920626987223,False,0.45454545454545453,0.9199272813723706,False,ic_signal_vs_lag1_actual
中债-新综合净价(3-5年)指数,2019-01,12,0.2886263775532433,0.8185405549587373,False,0.46153846153846156,0.9345259652464136,False,ic_signal_vs_lag1_actual
