month,GDP同比,制造业PMI_去季节性,服务业PMI,工业增加值,用电量,社零,固投当月同比_去季节性,CPI,PPI,失业率差分,逆回购7天(19日),银行间7天回购(20-19均值)
1992-04,5.753783756784816,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1992-05,,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1992-06,,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1992-07,6.147526769001568,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1992-08,,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1992-09,,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1992-10,6.541269781218323,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1992-11,,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1992-12,,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1993-01,6.541269781218323,,,1.5059003112667086,,-1.7290042280670392,,3.052034866571789,,,,
1993-02,,,,0.7394751535512136,,,,10.11196367834028,,,,
1993-03,,,,8.520645876280852,,-1.7290042280670392,,10.355409499435744,,,,
1993-04,7.092509998321776,,,1.5059003112667086,,-1.7290042280670392,3.879796532793809,3.052034866571789,,,,
1993-05,,,,1.5059003112667086,,-1.7290042280670392,3.0120731167210004,3.052034866571789,,,,
1993-06,,,,1.5059003112667086,,-1.7290042280670392,3.811392123669971,3.052034866571789,,,,
1993-07,5.675035154341465,,,1.5059003112667086,,-1.7290042280670392,3.623954586231334,3.052034866571789,,,,
1993-08,,,,1.5059003112667086,,-1.7290042280670392,2.727781691190819,3.052034866571789,,,,
1993-09,,,,1.5059003112667086,,-1.7290042280670392,1.6834422047798432,3.052034866571789,,,,
1993-10,5.281292142124712,,,1.5059003112667086,,-1.7290042280670392,1.9815052672670213,3.052034866571789,,,,
1993-11,,,,1.5059003112667086,,-1.7290042280670392,2.9176469475432265,3.052034866571789,,,,
1993-12,,,,1.5059003112667086,,-1.7290042280670392,2.752064161238748,3.052034866571789,,,,
1994-01,6.226275371444919,,,1.5059003112667086,,-1.7290042280670392,36.73487244901243,3.052034866571789,,,,
1994-02,,,,8.520645876280852,,,,23.258038017495394,,,,
1994-03,,,,-1.2763721839435116,,-1.7290042280670392,-3.356935801913998,25.814219138997778,,,,
1994-04,6.226275371444919,,,1.5059003112667086,,-1.7290042280670392,1.7789239381927602,3.052034866571789,,,,
1994-05,,,,1.5059003112667086,,-1.7290042280670392,2.5736577809528822,3.052034866571789,,,,
1994-06,,,,1.5059003112667086,,-1.7290042280670392,1.9019751527696882,3.052034866571789,,,,
1994-07,5.596286551898115,,,1.5059003112667086,,-1.7290042280670392,2.620671603565933,3.052034866571789,,,,
1994-08,,,,1.5059003112667086,,-1.7290042280670392,2.939764100803079,3.052034866571789,,,,
1994-09,,,,1.5059003112667086,,-1.7290042280670392,0.5272525347692866,3.052034866571789,,,,
1994-10,5.360040744568062,,,1.5059003112667086,,-1.7290042280670392,1.585075595927529,3.052034866571789,,,,
1994-11,,,,1.5059003112667086,,-1.7290042280670392,1.6528578899212583,3.052034866571789,,,,
1994-12,,,,1.5059003112667086,,-1.7290042280670392,1.5550749890193878,3.052034866571789,,,,
1995-01,4.572554720134556,,,1.5059003112667086,,-1.7290042280670392,30.466699883133483,3.052034866571789,,,,
1995-02,,,,1.9489835560480486,,5.50757619820378,,26.909725333927373,,,,
1995-03,,,,3.6019783727937233,,4.241702071159323,2.3442279698326542,24.840435854615915,,,,
1995-04,4.493806117691205,,,1.5059003112667086,,1.3212777153124673,1.6067620002169103,3.052034866571789,,,,
1995-05,,,,1.5059003112667086,,1.3212777153124673,1.7227041432086194,3.052034866571789,,,,
1995-06,,,,1.5059003112667086,,1.3212777153124673,0.8151683926107166,3.052034866571789,,,,
1995-07,3.7063200932576987,,,1.5059003112667086,,1.3212777153124673,0.1541117886866904,3.052034866571789,,,,
1995-08,,,,1.5059003112667086,,1.3212777153124673,1.6115605834160387,3.052034866571789,,,,
1995-09,,,,1.5059003112667086,,1.3212777153124673,1.4964962933267296,3.052034866571789,,,,
1995-10,3.3125770810409456,,,1.5059003112667086,,1.3212777153124673,0.8993177369722184,3.052034866571789,,,,
1995-11,,,,1.5059003112667086,,1.3212777153124673,1.9744385275295364,3.052034866571789,,,,
1995-12,,,,1.5059003112667086,,1.3212777153124673,1.4378318779614638,3.052034866571789,,,,
1996-01,3.548822888370998,,,1.5059003112667086,,1.3212777153124673,-0.22009645234869413,3.052034866571789,,,,
1996-02,,,,4.166415627292246,,2.3006950763578202,,8.529565841219755,,,,
1996-03,,,,2.271519130047204,,4.199506266924508,0.35423905749574314,8.894734572862953,,,,
1996-04,3.7063200932576987,,,1.5059003112667086,,1.3212777153124673,-0.21093509794565096,3.052034866571789,,,,
1996-05,,,,1.5059003112667086,,1.3212777153124673,0.7069466120374721,3.052034866571789,,,,
1996-06,,,,1.5059003112667086,,1.3212777153124673,0.17383570237894325,3.052034866571789,,,,
1996-07,2.4463424541640886,,,1.5059003112667086,,1.3212777153124673,0.38465173483603565,3.052034866571789,,,,
1996-08,,,,1.5059003112667086,,1.3212777153124673,2.1931685426070002,3.052034866571789,,,,
1996-09,,,,1.5059003112667086,,1.3212777153124673,-0.3206602796332406,3.052034866571789,,,,
1996-10,2.367593851720738,,,1.5059003112667086,,1.3212777153124673,-0.17579059179143613,3.052034866571789,,,,
1996-11,,,,1.5059003112667086,,1.3212777153124673,0.9176660988505426,3.052034866571789,-0.13260134366120624,,,
1996-12,,,,1.5059003112667086,,1.3212777153124673,1.1075518658693475,3.052034866571789,-0.1979531642398504,,,
1997-01,3.155079876154245,,,1.5059003112667086,,1.3212777153124673,-0.30074889999448756,3.052034866571789,-0.11299579748761295,,,
1997-02,,,,1.5054971417992093,,2.4483803911796738,,4.756155614240045,-0.1805260120855453,,,
1997-03,,,,1.5458140885491036,,0.8871356344915081,0.999749968447011,4.390986882596847,-0.1108174034683248,,,
1997-04,3.076331273710893,,,1.5059003112667086,,1.2879957747222535,-0.753900648505776,2.443420313833126,-0.1042822214104604,,,
1997-05,,,,1.5059003112667086,,1.1403104599003997,0.8076913538163712,1.4696370294512653,-0.19359637620127415,,,
1997-06,,,,1.5059003112667086,,1.013723047195954,-0.4324978076496384,0.9827453872603346,-0.19141798218198602,,,
1997-07,2.997582671267543,,,1.5059003112667086,,1.013723047195954,-0.4708892766241943,0.9827453872603346,-0.28726731903066416,,,
1997-08,,,,0.7394751535512136,,1.013723047195954,0.94029588981125,0.8610224767126023,-0.3482623515707321,,,
1997-09,,,,1.5059003112667086,,0.7605482217870624,-0.06870411366276051,-0.11276080766925853,-0.4005438080336475,,,
1997-10,1.8951022370606334,,,1.5059003112667086,,0.35968808155631715,-0.34304924832974026,-0.23448371821699093,-0.4136141721493763,,,
1997-11,,,,1.5059003112667086,,0.7183524175522469,1.309690229299377,-0.5996524498601887,-0.4070789900915119,,,
1997-12,,,,1.5059003112667086,,0.549569200612986,0.7479188388191772,-1.086544092051119,-0.33954877549357954,,,
1998-01,1.816353634617283,,,1.0620107275503692,,0.14870906038224074,-0.19377212165517188,-1.9386044658852468,-0.4070789900915119,,,
1998-02,,,,-1.9214433319418236,,0.9926251450785464,,-2.0603273764329795,-0.49421475086303746,,,
1998-03,,,,1.1829615678000531,,-0.4631301010225809,0.5080519857758597,-2.5472190186239096,-0.7839411554283602,,,
1998-04,0.7926218028537246,,,0.9813768340505805,,-0.3787384925529503,-0.7377276305881971,-1.5734357342420493,-0.9037528264892079,,,
