month,中债-新综合财富(3-5年)指数,中债-新综合净价(3-5年)指数,中债-新综合全价(3-5年)指数,中债-综合财富(3-5年)指数,中债-综合净价(3-5年)指数,中债-综合全价(3-5年)指数,中债-新综合财富(5-7年)指数,中债-新综合净价(5-7年)指数,中债-新综合全价(5-7年)指数,中债-综合财富(5-7年)指数,中债-综合净价(5-7年)指数,中债-综合全价(5-7年)指数
2007-09,-0.003990420534444095,-0.00398951269636838,-0.0048103541682791295,-0.004808493583384199,-0.0011628754553607568,-0.001362890581655285,-0.004499379439758977,-0.004498799897604822,-0.0070999608536138625,-0.00710017510873695,-0.006398981374552193,-0.006399411983206926
2007-10,-0.0037330801456241236,-0.00373332456917852,-0.0046601221562188044,-0.0046592720410782995,-0.0005829632181605371,-0.0005835602262993511,-0.0021666720563982,-0.0021819126148665546,-0.005311854992675058,-0.005312161894457712,-0.004071933855661403,-0.004072618950817231
2007-11,-0.012282916545477418,-0.012283150589467384,-0.01355098246626285,-0.013551503424681477,-0.009078983676848229,-0.009081866649919057,-0.007253558123985093,-0.007247270472624745,-0.010245154471078322,-0.01024495565387562,-0.010714698947082879,-0.010714552415279743
2007-12,0.002292071520985317,0.002292005222765958,0.0034576390976222005,0.003458022490344881,0.005083618803134682,0.00509514971552294,0.004929455861267362,0.004933894889790569,0.002217597771433155,0.0022175557355650355,0.0035531142179014985,0.003552830488720682
2008-01,0.00411316838986342,0.00405494481463764,0.007080686635343003,0.0070328482883801335,0.0075403980341257615,0.007543053863130922,0.010323476334054504,0.010339380268049814,0.007117162138721156,0.006995224631757058,0.008933720474616491,0.008816532678637357
2008-02,0.002463187077709872,0.0024891023985613714,0.004746889501174634,0.004763325707591415,0.005473575550403398,0.005492302825990336,0.0060989798085522295,0.00615634379332386,0.0032120254624528055,0.003270867500725805,0.002160876778242171,0.002214942911536344
2008-03,0.002927033242734689,0.002927779036481226,0.005007490734091791,0.00500772958260276,0.006129615619916873,0.006133524438208804,0.008574948803451443,0.008593484650897487,0.005342707939460345,0.0053433099578386045,0.005557476609511891,0.0055578535555682596
2008-04,1.547997201223339e-05,1.547296203052717e-05,0.0005562692741334363,0.0005561845935873055,0.003180795123505664,0.003180991298881164,0.0028609762341347267,0.0028553325872107127,-0.00046454514219962384,-0.0004652954474033688,-0.00163737604806391,-0.0016375233544371204
2008-05,-0.0006996839038645453,-0.0006271610235928371,0.00036202047205868837,0.0003271610278623438,0.002559578995110945,0.002525056813778237,0.0018483842643712833,0.0017419840543373422,-0.0015915777569636136,-0.0015861892007290601,-0.0013470872825458446,-0.0014544505990715662
2008-06,-0.00552910110282534,-0.005528260600305535,-0.0044182328659259085,-0.0044187086833341604,-0.002121438420073063,-0.002123851727718007,-0.0072246959278610134,-0.007227298197231002,-0.010966288289316006,-0.010966562953617642,-0.008523569155383659,-0.008524689440071787
2008-07,-0.0008764487625353423,-0.0008770254617616047,0.0003015814050097987,0.0003015461730095925,0.0025059690733248985,0.0025073972383644616,0.0034902482047167727,0.0034907229473140067,-0.00015345479263007,-0.0001530322466674061,0.0023331437362488217,0.0023333822365538825
2008-08,0.006537557697324559,0.00653723773917303,0.005927981710908581,0.005928287584335168,0.009603954305361428,0.00961479337043758,0.012178795616333282,0.012213663085343551,0.008929555499932462,0.008929616991028233,0.0074947566622554085,0.007494645614880557
2008-09,0.017370508548433916,0.017370672038904855,0.01657655404573899,0.016576597674413884,0.020129354176015468,0.020157543564803815,0.029183923409690893,0.02925260577189026,0.026343301105677508,0.02634405591557698,0.025350024153250272,0.025349757472495682
2008-10,0.01977680678409932,0.019777573311231977,0.01939216913282915,0.019391849878618084,0.023276311562607566,0.023302549936628836,0.03251330329595459,0.03252968716731264,0.028946784668748338,0.028946402531570214,0.03068085825308331,0.0306816232190259
2008-11,0.013042309874294666,0.01304141519747648,0.012293680778015625,0.012294159723532205,0.015868683841045117,0.015882939597368306,0.015237418073608566,0.015264310290897809,0.012312534984285417,0.012312364425162814,0.010919769015694136,0.010919962668073158
2008-12,0.01765120835028111,0.017651754913984963,0.018357060145766768,0.018356798807366292,0.020854135964183174,0.0208800427767315,0.02531029447554145,0.025318188975838707,0.022062229200031647,0.022062415894539278,0.021435924329843647,0.02143564818969046
2009-01,-0.006485808071056254,-0.0064862569897090605,-0.005687286564180272,-0.005687549811343895,-0.004088971641886374,-0.00410123941811813,-0.015231255399208443,-0.015237073490667497,-0.018022277433563327,-0.018022954061128194,-0.016221001852325556,-0.01622025494147228
2009-02,-0.0037023288717517033,-0.0037023259969910516,-0.0022600844238233053,-0.002259820503550336,-0.00017412821335283102,-0.00016487781866647566,-0.00011258223603438644,-9.417657278631975e-05,-0.004051599373134485,-0.004050880347679198,-0.00422769235308651,-0.00422825001265803
2009-03,-0.0005754570494463929,-0.0005751546824903642,0.0012772791332480438,0.0012771296417668498,0.0025734215736599175,0.0025743504002382345,0.0013307358417566917,0.0013434611567930688,-0.002126714340990876,-0.0021265730161513785,-0.005592949919948631,-0.005593192760836807
2009-04,-0.004795634157719109,-0.004796039097911486,-0.004673329848053687,-0.004672783583820284,-0.0017919713284588745,-0.0017879756354051146,-0.0011704874163169787,-0.0011700949319463083,-0.004355364834809139,-0.004355779953864158,-0.005668173026871393,-0.005667418479726183
2009-05,0.003848914655097957,0.0038488528909030872,0.004164388092405824,0.0041638990329646575,0.006431994651071804,0.0064354256603824656,0.008411545418416155,0.008424005779732902,0.0057678068294371165,0.005768223847362197,0.005299661735674421,0.005298608916473269
2009-06,-0.0032519515128069942,-0.0032521960378079084,-0.0018312070620776222,-0.0018309928996397273,8.721397607769354e-05,9.095698113781303e-05,0.00030344556823380664,0.00030778908080875134,-0.0031513287975615256,-0.0031512294562245913,-0.001447651199901645,-0.001447182040805739
2009-07,-0.011802650818727445,-0.011802331276324907,-0.010592114082477622,-0.010592747703076832,-0.008635705624659207,-0.00864467476362818,-0.01173416344837297,-0.01173943663549637,-0.015029560373369999,-0.015029287646390332,-0.01250292702085709,-0.01250236346176592
2009-08,-0.0011960476871948345,-0.0011954193433916238,-0.0021033921461991456,-0.002103147046925713,0.001815159681272327,0.0018195454347376128,0.0020766857913765424,0.0020736477458904723,-0.001009794126639929,-0.0010099254306020766,-0.001534236429234781,-0.0015355390515500167
2009-09,-0.003293566275946569,-0.003294811168615852,-0.004144441131845422,-0.004144906540237359,-0.0003481724003128184,-0.0003525643716150162,-0.001525545512990334,-0.0015271308943480832,-0.004545255164951967,-0.004546342658341973,-0.003928533243509391,-0.003927881154672241
2009-10,-0.004247866602643202,-0.004246633310930226,-0.0037641118440810972,-0.003763674062775446,-0.0012885338058721274,-0.0012878481942261155,-0.0012998690283477776,-0.0012998577784893994,-0.004343730477203267,-0.004343487015434633,-0.0022398884425365306,-0.0022400770844477336
2009-11,0.0010054685483436021,0.0010049397036178132,0.0015388958804867237,0.001539673137631814,0.0039990730777259564,0.004003821899484228,0.00558548623083599,0.005597948981675316,0.002594398538167564,0.0025941189508971174,0.0025838440249321692,0.0025834881081605587
2009-12,0.00059767785163789,0.0005973638075451593,0.0005303326380081685,0.0005302703136524922,0.003615223243463195,0.0036186093820420595,0.003852069082299403,0.003858846392192916,0.0008710630500545768,0.0008715990761636316,0.0009733288892559422,0.0009736590619502383
2010-01,0.002169533240705457,0.0021693923006040894,0.0038507527686835186,0.003850300470496837,0.005004068224736091,0.0050081889426896176,0.004617217977771482,0.004618659083025722,0.0018582186974436254,0.001857987587352783,0.004231049452050772,0.004230870866092529
2010-02,0.00551973519623572,0.005519825947664758,0.006312434592331773,0.0063126472689429836,0.008200156934298208,0.008220596704666239,0.010010224130593492,0.01002261053209308,0.00745332743771443,0.007453287690075916,0.008594597249879987,0.008594915673059367
2010-03,0.0039698784850428215,0.003970766126035974,0.004855658553418296,0.004856034688933031,0.00719262250567243,0.0072020327400517115,0.005619005092501128,0.005618690970520035,0.0025401831534199726,0.0025409343162670073,0.001414294679067618,0.0014138888395358595
2010-04,0.004139795350159625,0.004139591566877376,0.003318370714790353,0.0033179805003968887,0.007064654342133325,0.007079177673682713,0.010175956642280326,0.010192963675957456,0.007454988701774301,0.007454735998222661,0.00685291531828125,0.006853095004869747
2010-05,0.002636068217237275,0.002635665009139476,0.0032258125015238726,0.003225434425699225,0.0056717476072314366,0.0056728354877710885,0.007434627182495657,0.007440942335240619,0.004597369635440662,0.004597169984075222,0.004588915817546946,0.004589878709974293
2010-06,-0.0032606798296797024,-0.003260927095197097,-0.001897483544237577,-0.0018972618679338193,-0.00023719304429559163,-0.00023558526425193627,0.001091877631558713,0.0010987354082094836,-0.001707271791161702,-0.0017073412812026456,-0.0013898045858927732,-0.0013903365149822156
2010-07,0.0041430498395809146,0.004142840987870544,0.004867916329527544,0.004867346547021256,0.007046231298253325,0.00705087124690662,0.005668101641306711,0.005669247986901604,0.0029171036410591267,0.0029176732416287265,0.003480736038165011,0.003480680604797115
2010-08,0.0012345533856157331,0.0012348846592267204,0.0005200343707303379,0.0005209056489841046,0.004336885407321356,0.00434377569526645,0.005583689216558385,0.005633705928002941,0.00264863061687004,0.0026804157122690686,0.003233358217149762,-0.002261734764383516
2010-09,-0.0040924890788670565,-0.004092295744657859,-0.0038712177382996815,-0.0038707634419617998,-0.0011554304504943769,-0.0011111861095204345,-0.00250224601774085,-0.0035250332943562723,-0.005351906437922049,-0.006491092809888355,-0.006447714188742237,-0.006359216801554934
2010-10,-0.011079994890389022,-0.01107908369957522,-0.009179845297585087,-0.009180633808742789,-0.008063196850336518,-0.008067422522807899,-0.013326483439162873,-0.016475454147609758,-0.016205367668623905,-0.019471329808865345,-0.014713982727224684,-0.01748151672508702
