train_window,forecast_year,calendar_year,month,information_date,target_quarter_end,months_before_quarter_end,latest_released_monthly_period,latest_released_gdp_quarter_end,bridge_gdp_raw,actual_gdp_raw,bridge_nowcast_error_raw,bridge_abs_error_raw,bridge_squared_error_raw,model_loading_gdp_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
200901_201812,2019,2019,2019-03,2019-03-31,2019-03,0,2019-03,2019-01,5.9085075275512935,6.4,-0.4914924724487068,0.4914924724487068,0.2415648504737428,5.928037215028194,-257.2721226576828,451.5761048610937,10.485855794509089
200901_201812,2019,2019,2019-04,2019-04-30,2019-06,2,2019-04,2019-04,6.1449483442147965,6.1,0.0449483442147968,0.0449483442147968,0.0020203536476518,6.17103416855738,-227.8154412158201,411.1337103880917,10.900161717868595
200901_201812,2019,2019,2019-05,2019-05-31,2019-06,1,2019-05,2019-04,6.08064890260243,6.1,-0.0193510973975694,0.0193510973975694,0.0003744649704902,6.123886507397415,-234.94631949269024,444.9254023542894,15.05453895440662
200901_201812,2019,2019,2019-06,2019-06-30,2019-06,0,2019-06,2019-04,5.964160420330879,6.1,-0.1358395796691205,0.1358395796691205,0.0184523914046833,5.98958922453221,-250.136281238514,447.3005340922597,17.583373171784636
200901_201812,2019,2019,2019-07,2019-07-31,2019-09,2,2019-07,2019-07,6.041730849841402,6.0,0.0417308498414019,0.0417308498414019,0.0017414638284856,6.0255018555437285,-242.50780531641976,381.2956991921508,17.45627979620032
200901_201812,2019,2019,2019-08,2019-08-31,2019-09,1,2019-08,2019-07,5.832735211078795,6.0,-0.1672647889212051,0.1672647889212051,0.0279775096128553,5.892112562637067,-264.76300611181045,515.034329031274,20.44899249668784
200901_201812,2019,2019,2019-09,2019-09-30,2019-09,0,2019-09,2019-07,5.548372337661144,6.0,-0.451627662338856,0.451627662338856,0.2039675453896597,5.595092303671425,-300.4117446738207,557.9285855361553,22.789551933952445
200901_201812,2019,2019,2019-10,2019-10-31,2019-12,2,2019-10,2019-10,5.598216821455816,5.9,-0.3017831785441842,0.3017831785441842,0.0910730868522309,5.6734961732774485,-292.9391608778549,582.1187106332964,22.07351531668985
200901_201812,2019,2019,2019-11,2019-11-30,2019-12,1,2019-11,2019-10,5.306629810992424,5.9,-0.5933701890075769,0.5933701890075769,0.3520881812028875,5.375495317818452,-329.1885006285311,634.005707663551,30.452633398478515
200901_201812,2019,2019,2019-12,2019-12-31,2019-12,0,2019-12,2019-10,4.858781966753277,5.9,-1.0412180332467234,1.0412180332467234,1.0841349927581747,5.017288967439852,-380.240937451033,833.4673570669192,38.82676718321909
201001_201912,2020,2020,2020-01,2020-01-31,2020-03,2,2020-01,2020-01,6.028061608142737,-6.8,12.828061608142736,12.828061608142736,164.5591646223056,5.998570422354851,-7.939523007592587,63.85967571379345,13.007061269175876
201001_201912,2020,2020,2020-02,2020-02-29,2020-03,1,2020-02,2020-01,5.791920407942386,-6.8,12.591920407942386,12.591920407942386,158.55645955995593,5.758934911635773,-9.656413093166645,71.45720383440343,16.637676015787275
201001_201912,2020,2020,2020-03,2020-03-31,2020-03,0,2020-03,2020-01,1.447769741628072,-6.8,8.247769741628073,8.247769741628073,68.0257057109156,1.3160979572891192,-12.82310249459311,284.2156836171033,17.039096445145173
201001_201912,2020,2020,2020-04,2020-04-30,2020-06,2,2020-04,2020-04,-0.9599750188439052,3.2,-4.159975018843905,4.159975018843905,17.30539215740535,-1.1503412622905378,-11.276148658882065,410.6184295591213,11.62712485985052
201001_201912,2020,2020,2020-05,2020-05-31,2020-06,1,2020-05,2020-04,1.1739866838188808,3.2,-2.02601331618112,2.02601331618112,4.104729957343216,1.041187223683619,-17.22865300931723,286.82142754243773,5.163000665924342
201001_201912,2020,2020,2020-06,2020-06-30,2020-06,0,2020-06,2020-04,2.8234330722306487,3.2,-0.3765669277693515,0.3765669277693515,0.141802651089648,2.7252607409685137,-13.677558671562265,212.07106116298155,1.829353053978952
201001_201912,2020,2020,2020-07,2020-07-31,2020-09,2,2020-07,2020-07,2.076368158757276,4.9,-2.823631841242724,2.823631841242724,7.972896774879777,1.9580538481926053,-11.602940476153409,255.3865832926864,-2.3319196512788336
201001_201912,2020,2020,2020-08,2020-08-31,2020-09,1,2020-08,2020-07,2.927336130996469,4.9,-1.9726638690035312,1.9726638690035312,3.891402740071981,2.831301194916036,-13.417635981298387,207.45539054415565,0.5357789535786592
201001_201912,2020,2020,2020-09,2020-09-30,2020-09,0,2020-09,2020-07,4.209033407144913,4.9,-0.6909665928550872,0.6909665928550872,0.4774348324417679,4.137983313209743,-9.070610444294031,153.4487354890307,0.4435018859060823
201001_201912,2020,2020,2020-10,2020-10-31,2020-12,2,2020-10,2020-10,6.774020670643967,6.5,0.2740206706439672,0.2740206706439672,0.0750873279401695,6.759316144174985,-5.612106801949025,31.90697560032044,-3.94811397685216
201001_201912,2020,2020,2020-11,2020-11-30,2020-12,1,2020-11,2020-10,6.8269037884354296,6.5,0.3269037884354295,0.3269037884354295,0.106866086893436,6.816500790693418,-8.134362572952845,22.739571452420307,-7.556425889163562
201001_201912,2020,2020,2020-12,2020-12-31,2020-12,0,2020-12,2020-10,6.548079195027155,6.5,0.0480791950271548,0.0480791950271548,0.0023116089944591,6.5284467853645545,-5.9460099833449735,42.53805765788397,-7.864103854380148
201101_202012,2021,2021,2021-01,2021-01-31,2021-03,2,2021-01,2021-01,6.491099539617643,18.9,-12.408900460382355,12.408900460382355,153.98081063567744,6.0400590442106274,5.129997860578975,47.47003499473706,-12.68251932894168
